Number_of_followers,Number_of_friend,Total_of_tweets,Contain_Picture,Contain_hashtag,Listed_count,User_mentions,Contain_url,Retweet
97674,137,51397,0,1,736,0,1,1
100712,833,13350,0,0,202,0,1,1
12147,269,7682,0,0,78,1,1,0
17162,1966,142883,0,0,206,1,1,1
615,828,5220,0,1,46,1,1,0
15722,114,4044,1,0,14,0,0,1
2723,655,40294,0,0,149,0,0,1
954,140,44606,1,0,0,1,0,1
608,730,17628,0,0,28,1,0,1
132537,1248,4015,0,1,206,0,1,1
309480,4,5603,0,0,812,0,1,1
334,164,12365,0,0,3,1,1,1
0,22,7,0,0,0,1,0,0
19410,409,32954,0,0,148,0,1,1
18567,376,9480,1,1,121,1,0,1
612,197,25392,0,0,42,0,0,0
613806,1024,22506,0,1,313,0,1,1
103793,772,74808,0,0,295,0,1,1
6416,470,3295,0,0,42,1,1,1
254,410,7807,0,0,0,1,1,0
7795499,186,3934,0,0,1824,0,1,1
100933,892,68425,1,0,491,0,0,1
796221,213,3912,0,0,247,0,1,1
19410,409,32954,0,0,148,0,1,1
44304436,2063,20800,0,0,22734,0,1,1
7795499,186,3934,0,0,1824,0,1,1
278,203,6449,0,1,7,0,1,1
1335,149,20041,0,0,15,0,1,1
320488,927,81253,0,0,657,0,1,1
18842,2195,11424,0,0,28,0,1,0
989215,1605,25572,0,0,681,1,1,1
2842,4,19645,1,0,18,0,1,0
7795499,186,3934,0,0,1824,0,1,1
101938,674,51532,0,0,310,0,1,1
7795499,186,3934,0,0,1824,0,1,1
49727,9,31,0,0,20,0,1,1
19410,409,32954,0,0,148,0,0,1
304998,442,89008,0,0,764,1,1,1
5904,274,14604,0,0,121,1,1,1
65,167,1974,0,0,0,1,1,1
80713,116,3341,0,0,186,0,1,1
183095,997,108011,0,1,1543,0,1,1
75074,166,16419,0,0,159,1,1,1
135022,206,15034,0,0,395,0,1,1
692,60,404,0,0,2,0,1,1
14673,65,41133,0,0,65,0,1,1
19410,409,32954,0,0,148,0,1,1
1266,384,8858,0,0,67,1,1,0
100933,892,68425,0,0,491,0,1,1
7253,1590,27517,0,0,48,0,1,1
22409,3229,306128,0,0,218,0,1,1
4145,4967,26891,0,0,66,1,1,0
772053,8,404,0,0,131,0,1,1
282667,74,21354,0,1,669,0,1,1
1647293,15,156856,0,0,947,0,1,1
2529,1767,53363,0,0,7,1,1,1
44304437,2063,20800,0,0,22734,0,1,1
128,2,47370,0,0,30,0,0,0
101938,674,51532,0,0,310,0,1,1
1360,171,7226,0,0,8,0,1,0
1001,201,4315,0,0,108,1,1,0
4608,955,15939,0,0,41,0,1,1
780990,1249,97318,0,1,475,0,1,0
7795499,186,3934,0,0,1824,0,1,1
5,15,11,0,0,0,0,1,0
1699090,363,207960,0,0,2521,0,1,1
676,28,479,0,0,7,0,1,1
3502,2831,81154,0,1,48,0,1,1
100933,892,68425,1,0,491,0,0,1
75074,166,16419,0,0,159,1,1,1
691,437,40300,0,0,2,1,1,1
75074,166,16419,0,0,159,1,1,1
5090,2442,122958,0,0,78,1,0,0
4085289,3,2592,0,0,1354,0,1,1
76,383,106,0,0,1,1,1,0
79424,142,1648,0,1,36,0,1,1
28,41,703,0,1,1,1,1,1
2660,125,7978,0,0,10,0,1,0
51,106,1444,0,0,0,0,1,0
27370085,78,2373,0,0,22983,0,1,1
183095,997,108011,0,1,1543,0,1,1
170,439,7561,0,0,0,0,1,1
6088,2366,6556,0,1,29,0,1,0
49971,2444,850297,0,0,290,1,1,1
7795499,186,3934,0,0,1824,0,1,1
829,515,63448,0,0,42,1,1,1
724590,341,18976,0,1,407,0,1,1
13229,1993,160,0,0,30,0,1,0
14176,8043,31789,0,0,17,0,1,1
10402,408,2241,0,0,61,1,1,1
610,39,2454,0,1,2,1,1,1
309480,4,5603,0,0,812,0,1,1
206,246,6362,0,0,0,1,1,1
19410,409,32954,0,0,148,0,0,1
715,0,6687,0,0,7,0,1,0
16900,12713,797,0,0,6,0,1,1
100933,892,68425,1,0,491,0,0,1
63377,181,9077,0,0,171,0,1,1
19410,409,32954,0,0,148,0,0,1
2099675,114,9509,0,0,872,0,1,1
64912,775,123913,0,1,186,0,0,1
100933,892,68425,1,0,491,0,0,1
12876,52,421,1,1,3,1,0,1
22409,3229,306128,0,0,218,0,1,1
60,53,240,0,0,6,0,1,0
282667,74,21354,0,1,669,0,1,1
412,1471,119,1,0,0,0,1,1
614376,104,5759,0,0,321,0,1,1
212,197,9635,0,0,43,0,1,0
0,0,3,0,0,0,0,1,0
618450,3848,14464,0,0,375,0,1,1
135022,206,15034,0,0,395,0,1,1
15063,89,257510,1,1,76,0,0,1
5095293,64,1265,0,0,972,0,1,1
309480,4,5603,0,0,812,0,1,1
772053,8,404,0,0,131,0,1,1
1879,11,111363,0,0,192,0,1,0
243,153,15044,1,0,2,0,1,0
31729,3559,335462,0,1,50,1,1,1
100933,892,68425,1,0,491,0,0,1
3057,118,1025,0,1,20,0,1,1
101938,674,51532,0,0,310,0,1,1
2253359,197,4277,0,0,330,0,1,1
7795499,186,3934,0,0,1824,0,1,1
4012,5002,23768,0,1,13,1,1,0
412,1471,119,0,0,0,0,1,1
737853,76,165783,0,1,730,0,1,1
11848019,272,7047,0,0,2142,0,1,1
34776,19554,275,0,1,7,0,1,1
23977994,90,285157,0,1,110889,0,1,1
19410,409,32954,0,0,148,0,1,1
64,66,63,0,1,0,0,1,1
2099675,114,9509,0,0,872,0,1,1
772053,8,404,0,0,131,0,1,1
28139,1096,14536,0,0,354,1,1,1
4283222,1,4374,0,1,496,0,1,1
23202,586,1714,0,1,8,0,1,1
269,425,5378,0,0,0,1,1,1
415,387,3018,0,0,2,0,1,0
3403,4978,21745,0,0,0,1,0,0
367617,5010,10040,0,1,1319,1,1,1
2079,1096,3204,0,1,10,1,1,0
4611309,2508,53672,0,0,1428,0,1,1
309480,4,5603,0,0,812,0,1,1
618450,3848,14464,0,0,375,0,1,1
3674167,142,18799,0,0,1654,0,1,1
21515,365,21850,0,0,32,1,1,1
55160,510,94166,1,1,40,0,0,1
10651,23,41283,0,1,120,0,1,0
126322,282,93346,0,0,862,1,1,1
6,120,7633,1,0,0,0,1,0
100933,892,68425,1,0,491,0,0,1
100712,833,13350,0,1,202,0,1,1
16526,429,17827,0,0,72,0,1,1
243,153,15044,1,0,2,0,1,0
13881,1005,3247,1,0,95,0,1,1
8097,1406,226,0,1,294,0,1,1
71410,1536,2845,0,0,1258,0,1,1
309480,4,5603,0,0,812,0,1,1
1915071,369,486406,0,0,3597,0,1,1
282667,74,21354,0,1,669,0,1,1
101938,674,51532,0,1,310,0,1,1
8338595,492,65901,0,1,4631,0,1,1
14673,65,41133,0,0,65,0,1,1
79473,2860,13754,0,0,229,1,1,1
27370085,78,2373,0,0,22983,0,1,1
18521,711,8551,0,0,68,0,1,1
382,289,158,0,1,103,0,1,0
7592,1967,197727,0,0,134,0,1,1
124,46,283,0,0,4,0,1,0
1235,417,8056,0,0,40,0,1,0
71410,1536,2845,0,0,1258,0,1,1
1148235,479,14460,0,0,604,0,1,1
33606,148,11937,0,0,51,0,1,1
33109,8786,109732,0,1,791,0,1,0
47,4,108,0,0,0,1,1,0
153,145,1445,0,0,1,0,1,0
31166,34062,123009,0,0,273,0,1,1
44304437,2063,20800,0,0,22734,0,1,1
4611309,2508,53672,0,0,1428,1,1,1
7900,408,708,0,0,5,0,1,1
17819,8165,9426,0,1,149,1,1,1
49,140,3723,0,1,4,0,1,0
2105,869,11975,0,0,43,0,1,1
2446,4629,12916,0,0,4,0,1,1
100,256,5675,0,0,0,1,1,0
19410,409,32954,0,0,148,0,0,1
7795499,186,3934,0,0,1824,0,1,1
9943,1748,131888,0,0,220,1,1,1
6336,4517,964,0,1,36,0,1,0
4,21,717,0,0,0,1,0,0
23019,217,19340,0,0,67,1,1,1
28394,21,65095,0,0,180,1,1,1
1003,2098,5343,0,1,59,0,1,0
1313,1871,61814,0,0,19,0,1,1
587790,422,35762,0,0,502,0,1,1
75074,166,16419,0,0,159,1,1,1
22,204,355,0,0,0,0,1,0
18,181,2368,0,0,0,1,1,0
9707,1491,3554,0,1,43,0,1,1
2933852,421,486502,0,0,4534,0,1,1
132537,1248,4015,0,1,206,0,1,1
422883,280,59695,0,0,682,0,1,1
132537,1248,4015,0,0,206,0,1,1
282667,74,21354,0,1,669,0,1,1
100933,892,68425,1,0,491,0,0,1
27370085,78,2373,0,0,22983,0,1,1
108,414,150,0,0,0,1,1,0
92227,26415,15710,0,0,25,1,1,0
48,1,127,0,0,0,0,1,0
54,119,268,0,1,0,1,1,1
737853,76,165783,0,1,730,0,1,0
468,128,44,0,0,5,1,1,0
164914,1335,19716,1,0,1797,0,0,1
6644,595,6012,0,0,8,0,0,1
9707,1491,3554,0,1,43,0,1,1
427436,94,88828,0,0,347,0,1,1
127,142,8487,0,0,1,1,1,1
483520,218,26231,0,0,68,0,1,1
30792,1364,456770,0,0,311,1,1,1
14,33,10,0,0,0,1,1,0
320488,927,81253,0,0,657,0,1,1
3079278,44,356679,0,0,7435,1,1,1
13,209,489,1,0,0,1,0,0
132537,1248,4015,0,1,206,0,1,1
893,122,3642,0,0,224,0,1,1
800,656,2329,0,0,95,0,1,1
100933,892,68425,0,0,491,0,1,1
149,7,540,0,1,0,1,1,1
539,543,826,0,0,7,1,1,0
2877656,1366,56552,0,0,2305,0,0,1
183095,997,108011,0,1,1543,0,1,1
1415894,213,196223,1,0,2395,1,1,0
2539751,0,302003,0,1,3353,0,1,1
49971,2444,850297,0,1,290,0,1,1
4283222,1,4374,0,1,496,0,1,1
1088,531,32345,0,0,1,1,1,1
1148235,479,14460,0,0,604,0,1,1
64,66,63,0,1,0,0,1,1
103793,772,74808,0,0,295,0,1,1
13385,195,187872,0,1,102,1,1,0
4283222,1,4374,0,1,496,0,1,1
10719,4910,271204,0,1,185,0,1,0
176857,5148,50834,0,0,276,0,1,1
27370085,78,2373,0,0,22983,0,1,1
8659050,320,322164,0,0,4528,0,1,1
16430,203,64844,0,0,20,0,1,0
23904589,9,609,0,1,20357,1,1,1
443007,74,12118,0,1,262,0,1,1
661,4101,11558,0,0,0,0,1,1
5428,4300,2837077,1,0,343,0,1,0
20172,14,4957,0,0,27,0,1,1
15212,9,33638,0,0,100,0,1,1
19899,190,7521,0,0,113,0,1,1
17162,1966,142883,0,0,206,1,1,1
8927,780,58297,0,0,148,0,1,1
54,119,268,0,1,0,0,1,1
100933,892,68425,1,0,491,0,0,1
4082936,2,5103,0,0,1087,0,1,1
132537,1248,4015,0,1,206,0,1,1
320488,927,81253,0,0,657,0,1,1
7795499,186,3934,0,0,1824,0,1,1
980423,364,61605,1,1,9496,0,0,1
34578,1205,208836,0,0,67,0,1,1
9437,558,181254,0,0,85,1,1,1
989215,1605,25572,0,0,681,0,1,1
22,41,2339,0,0,0,1,1,0
751,260,1604,0,0,0,1,1,0
257,399,966,0,1,5,1,1,0
143994,4706,246416,0,0,364,1,1,1
733,534,21392,0,1,2,1,1,1
111249,326,97289,0,0,982,0,1,1
3,98,43,0,1,0,0,1,0
42309550,874,336692,0,0,197253,0,1,1
1322019,918,17369,0,1,295,1,1,1
8611,348,23894,0,1,4,1,1,1
1389,182,244,0,1,0,0,1,1
2933852,421,486502,0,0,4534,0,1,1
511359,101,2157,0,0,210,0,1,1
28067,145,78305,0,0,221,0,1,1
75074,166,16419,0,0,159,1,1,1
282667,74,21354,0,1,669,0,1,1
3,24,1313,0,0,1,1,1,0
427436,94,88828,0,0,347,0,1,1
1706,528,23979,0,0,39,0,1,1
3699,4991,3270,0,1,6,0,1,1
153844,768,60528,0,1,164,1,1,1
367617,5010,10040,0,1,1319,0,1,1
11773,25,10337,0,1,30,0,1,1
261,35,906,0,1,45,1,1,1
1647293,15,156856,0,0,947,0,1,1
483,2532,2149,0,0,0,1,1,0
1532,3090,25226,0,0,13,1,1,0
772053,8,404,0,0,131,0,1,1
15212,9,33638,0,0,100,0,1,1
1122012,72,163455,0,0,844,0,1,1
2356,66,25575,0,1,113,0,1,0
772053,8,404,0,0,131,0,1,1
11414413,511,415736,1,0,10841,0,1,1
11532,537,61519,0,0,388,0,1,1
1925,1319,44879,0,1,133,0,1,0
16325,383,26479,0,1,204,0,1,1
229048,885,30558,0,0,956,0,1,1
349,1393,1030,1,0,0,0,1,0
2565,986,89696,0,0,16,0,1,0
7795499,186,3934,0,0,1824,0,1,1
4328,1086,103693,1,1,12,0,0,1
18051,1246,3385,0,0,277,0,1,1
21,484,1054,0,1,1,1,1,0
37035,2229,56953,0,0,481,0,1,1
3536797,213,30795,0,1,2885,0,1,1
132,279,130,0,1,0,0,0,0
20552,3,12133,0,0,40,1,1,0
79473,2860,13754,0,0,229,1,1,1
51,176,26510,0,0,4,1,1,0
183095,997,108011,0,1,1543,0,1,1
511359,101,2157,0,0,210,0,1,1
4832,1067,8526,0,0,32,1,1,1
41,1045,18619,0,0,0,0,1,0
989215,1605,25572,0,0,681,0,1,1
100712,833,13350,0,1,202,0,1,1
485,1563,2387,0,0,1,0,1,0
8659050,320,322164,0,0,4528,0,1,1
3497409,132,13800,0,1,1103,0,1,1
2650,2274,10388,0,0,4,1,1,1
2539751,0,302003,0,1,3353,0,1,1
100933,892,68425,1,0,491,0,0,1
100933,892,68425,1,0,491,0,0,1
44304437,2063,20800,0,0,22734,0,1,1
253,235,1979,0,0,0,1,1,0
15212,9,33638,0,1,100,0,1,1
100933,892,68425,1,0,491,0,0,1
2875,64,3325,0,0,1,1,1,1
320488,927,81253,0,0,657,0,1,1
1847,300,91778,0,0,55,1,1,1
185,170,607,0,1,0,0,1,1
64,66,63,0,1,0,0,1,1
13,32,156,0,0,0,1,1,1
320488,927,81253,0,0,657,0,1,1
6087,5,11380,0,1,5,0,1,1
400,165,624,0,1,24,0,1,1
21076,1151,29089,0,0,207,0,1,1
218,219,266,0,0,1,1,1,0
79424,142,1648,0,1,36,0,1,1
1020,121,13319,0,0,2,1,1,1
27370085,78,2373,0,0,22983,0,1,1
8425136,376,25745,0,0,2807,0,1,1
2723,655,40294,0,0,149,0,0,1
2,24,85,0,1,0,0,0,0
313,180,907,0,0,4,1,1,1
183095,997,108011,0,1,1543,0,1,1
100933,892,68425,1,0,491,0,0,1
42309550,874,336692,0,0,197253,0,1,1
212,197,9635,1,0,43,0,1,0
4283222,1,4374,0,1,496,0,1,1
16451889,307,66040,0,0,22471,0,1,1
26,584,141,0,0,0,1,0,0
35,312,1175,0,1,1,1,0,0
13,130,536,0,0,0,1,1,0
282667,74,21354,0,1,669,0,1,1
2725,156,184,0,0,8,0,1,1
80624,666,56611,0,0,565,0,1,1
3529,874,15804,1,0,9,0,1,1
887777,0,28903,0,0,7849,0,1,1
3361,215,24975,0,1,29,0,1,1
937,1273,1833,0,0,29,0,1,0
443007,74,12118,0,1,262,0,1,1
27370085,78,2373,0,0,22983,0,1,1
7227,1354,225744,0,1,59,0,1,1
309480,4,5603,0,0,812,0,1,1
100933,892,68425,1,0,491,0,0,1
25591,9775,62668,0,1,258,0,1,1
6709,594,3941,0,1,13,0,1,1
601681,316,6888,0,0,339,0,1,1
58,575,2435,0,0,1,1,0,0
63377,181,9077,0,0,171,0,1,1
3699,4991,3270,0,1,6,1,1,1
287925,135,12807,0,0,171,1,1,1
663,50,2170,0,0,1,0,1,1
28318,225,17077,0,0,113,0,1,1
610,39,2454,0,1,2,1,1,1
4122273,42,296870,0,0,2646,0,1,1
323,171,7187,0,1,8,0,1,1
44304437,2063,20800,0,0,22734,0,1,1
1651,28,94,0,0,9,1,1,1
611,297,45652,0,0,2,0,1,1
4283222,1,4374,0,1,496,0,1,1
24,170,6072,0,0,0,1,1,0
7795499,186,3934,0,0,1824,0,1,1
44304437,2063,20800,0,0,22734,0,1,1
721,634,10645,0,0,0,1,1,0
893,122,3642,0,0,224,0,1,1
176857,5148,50834,0,0,276,0,1,1
8927,780,58297,0,0,148,0,1,1
2476,427,36180,0,0,6,0,1,1
1415894,213,196223,0,0,2395,1,1,1
583,1192,9172,0,0,0,1,1,0
5972,1538,43304,0,0,17,1,1,1
4660,57,228750,0,1,271,0,1,0
51,94,286,1,1,1,0,0,0
834,1,1382,0,1,45,1,1,1
989215,1605,25572,0,0,681,0,1,1
959818,750,17997,0,0,612,0,1,1
178,245,1662,0,0,2,1,1,0
44304437,2063,20800,0,0,22734,0,1,1
79473,2860,13754,0,0,229,1,1,1
1178816,39,6189,0,0,471,0,1,1
126322,282,93346,0,0,862,1,1,1
77,606,2329,0,0,0,1,0,0
805,123,29666,0,0,27,1,1,0
47,161,2146,0,0,0,1,1,0
7733,642,5994,0,0,20,0,1,1
135022,206,15034,0,0,395,0,1,1
7795499,186,3934,0,0,1824,0,1,1
80,615,983,0,0,1,1,1,0
772053,8,404,0,0,131,0,1,1
1148235,479,14460,0,0,604,0,1,1
3699,4991,3270,0,1,6,1,1,1
15212,9,33638,0,0,100,0,1,1
23019,217,19340,0,0,67,1,1,1
100933,892,68425,1,0,491,0,0,1
614376,104,5759,0,0,321,0,1,1
7795499,186,3934,0,0,1824,0,1,1
0,4,190,0,0,0,1,1,0
1245,289,1072,0,0,10,1,1,1
75074,166,16419,0,0,159,1,1,1
1714,2008,4453,0,0,2,0,1,1
19,65,1523,0,0,0,1,0,0
44304437,2063,20800,0,0,22734,0,1,1
2053,818,44560,0,1,35,0,1,1
309480,4,5603,0,0,812,0,1,1
63377,181,9077,0,0,171,0,1,1
165640,47,50762,0,1,1038,0,1,1
8018,540,14118,0,0,163,0,1,1
16526,429,17827,0,0,72,0,1,1
2099675,114,9509,0,0,872,0,1,1
9707,1491,3554,0,1,43,0,1,1
1063,1545,1537,1,1,44,0,0,0
22409,3229,306128,0,0,218,0,1,1
698,939,2266,0,1,20,1,1,1
7210,1615,2732,0,0,277,0,1,0
19410,409,32954,0,0,148,0,1,1
2951,502,12043,0,1,50,1,1,1
23019,217,19340,0,0,67,1,1,1
2824624,441,14641,0,0,1497,0,1,1
100933,892,68425,1,0,491,0,0,1
6536335,313,518910,1,1,6614,1,1,1
2008,1984,4745,0,0,2,0,1,1
499417,76,121260,0,0,6249,1,1,1
1721,4487,1451,0,1,2,0,0,0
132537,1248,4015,0,1,206,0,1,1
7,32,508,0,1,0,1,0,1
1389,182,244,0,1,0,0,1,1
69733,17,740,1,1,25,1,1,1
63377,181,9077,0,0,171,0,1,1
4305,353,12870,0,0,27,1,1,1
17114,1165,94811,0,0,212,0,1,1
1658,1499,63050,1,0,10,0,1,0
100933,892,68425,1,0,491,0,0,1
19410,409,32954,0,0,148,0,0,1
9592,9749,4947,0,1,2,0,1,1
45,157,373,0,1,1,0,1,0
63377,181,9077,0,0,171,0,1,1
475143,12,227061,0,0,559,1,1,0
16,49,773,0,0,0,1,1,1
9707,1491,3554,0,1,43,0,1,1
320488,927,81253,0,0,657,0,1,1
19410,409,32954,0,0,148,0,1,1
1415894,213,196223,0,0,2395,1,1,1
9707,1491,3554,0,1,43,0,1,1
19410,409,32954,0,0,148,0,1,1
0,41,2,0,0,0,1,1,0
772053,8,404,0,0,131,0,1,1
5,5,323,0,1,0,1,1,1
4122273,42,296870,0,0,2646,0,1,1
271,356,920,0,1,1,0,1,0
79952,170,4268,0,0,59,1,1,1
42309549,874,336692,0,0,197253,0,1,1
9707,1491,3554,0,1,43,0,1,1
347,254,4164,0,0,5,1,1,1
1723039,309,12211,0,0,1005,0,1,1
100933,892,68425,1,0,491,0,0,1
17721,9812,264244,0,1,272,1,1,0
851,388,8213,0,0,60,0,1,0
27370085,78,2373,0,0,22983,0,1,1
79,426,1027,0,1,2,1,0,1
230,741,8778,0,1,0,1,1,1
608,730,17628,0,0,28,1,0,1
1030,675,33454,0,0,4,1,1,1
27370085,78,2373,0,0,22983,0,1,1
4611309,2508,53672,0,0,1428,1,1,1
2374,3450,10765,0,0,0,1,1,0
58963,759,25938,0,0,280,0,1,1
475,694,34196,0,0,0,1,1,1
13,92,243,0,0,0,1,1,0
8227,410,102085,0,0,146,0,1,0
278,203,6449,0,1,7,0,1,1
47912,196,24052,0,1,795,1,1,1
5904,274,14604,0,0,121,1,1,1
1,0,5,0,0,0,1,1,1
25883,1118,16248,0,1,492,0,1,1
1148235,479,14460,0,0,604,0,1,1
44304437,2063,20800,0,0,22734,0,1,1
44304437,2063,20800,0,0,22734,0,1,1
12,25,628,0,1,0,1,0,1
13950,841,13177,1,1,57,0,0,1
135022,206,15034,0,0,395,0,1,1
79473,2860,13754,0,0,229,1,1,1
63377,181,9077,0,0,171,0,1,1
75074,166,16419,0,0,159,1,1,1
24678,182,120168,0,0,339,0,1,0
4832,1067,8526,0,0,32,1,1,1
5,92,328,0,0,0,0,1,1
46773,388,20581,0,1,29,0,1,1
44304437,2063,20800,0,0,22734,0,1,1
50,76,174,0,0,0,1,1,1
356969,167,139058,1,0,511,1,1,1
2099675,114,9509,0,0,872,0,1,1
2058,510,35470,0,0,17,0,1,1
32325,65,32295,0,1,72,0,1,0
14,49,1425,0,0,0,1,1,0
44304437,2063,20800,0,0,22734,0,1,1
19009,14299,13265,1,1,5,0,0,1
70,1253,718,0,1,0,1,0,1
183095,997,108011,0,1,1543,0,1,1
7227,1354,225744,0,1,59,0,1,1
37035,2229,56953,0,0,481,0,1,1
796221,213,3912,0,0,247,0,1,1
42309549,874,336692,0,0,197253,0,1,1
27370085,78,2373,0,0,22983,0,1,1
958,112,5355,0,0,15,0,1,1
12980,1289,69766,0,0,37,1,1,1
618450,3848,14464,0,0,375,0,1,1
959818,750,17997,0,0,612,0,1,1
154,429,1971,0,1,1,1,0,0
0,16,3,0,1,0,1,0,0
100933,892,68425,1,0,491,0,0,1
12,34,613,0,0,0,1,0,1
320488,927,81253,0,0,657,0,1,1
46121,210,13285,1,1,46,0,0,0
132537,1248,4015,0,0,206,0,1,1
3522,11,4613,0,1,23,0,1,1
134,843,5701,0,0,0,1,1,0
409,95,197,0,1,2,0,1,1
2901,2071,52516,0,0,33,1,1,0
772053,8,404,0,0,131,0,1,1
78,153,862,0,0,2,0,1,0
3,55,7,0,0,0,1,1,0
43231,713,178256,1,1,1129,1,1,1
8659050,320,322164,0,0,4528,0,1,1
237,1737,2425,1,1,2,0,0,0
959818,750,17997,0,0,612,0,1,1
282667,74,21354,0,1,669,0,1,1
4122273,42,296870,0,1,2646,0,1,1
2476,427,36180,0,0,6,0,1,1
36689384,78,57436,0,1,29452,1,1,1
1393,1130,35738,0,0,14,1,1,0
488,119,54209,0,1,367,0,1,0
21,28,5,0,0,0,0,1,1
5095294,64,1265,0,0,972,0,1,1
42309549,874,336692,0,0,197253,0,1,1
132537,1248,4015,0,1,206,0,1,1
4832,1067,8526,0,0,32,1,1,1
54622,305,16770,0,1,153,0,1,1
39504,211,3244,0,0,75,0,1,1
10234,5165,89056,0,1,88,0,1,1
27370085,78,2373,0,0,22983,0,1,1
7795499,186,3934,0,0,1824,0,1,1
100933,892,68425,1,0,491,0,0,1
5,44,1171,0,0,0,1,0,0
11848019,272,7047,0,0,2142,0,1,1
498863,39,5713,0,0,293,1,1,1
4328,1086,103693,1,1,12,0,0,1
11848019,272,7047,0,0,2142,0,1,1
183095,997,108011,0,1,1543,0,1,1
11691639,257,3646,0,0,2480,0,1,1
403,12,30483,0,0,2,0,1,0
511359,101,2157,0,0,210,0,1,1
3107,4979,45626,0,0,37,1,0,0
4608,955,15939,0,0,41,0,1,1
462479,132,1701,0,0,150,0,1,1
320488,927,81253,0,0,657,0,1,1
287925,135,12807,0,0,171,1,1,1
282667,74,21354,0,1,669,0,1,1
15212,9,33638,0,1,100,0,1,1
2150,785,23775,0,1,235,0,0,0
143994,4706,246416,0,0,364,1,1,1
391,143,730,0,1,27,0,1,0
309480,4,5603,0,0,812,0,1,1
100933,892,68425,1,0,491,0,0,1
18521,711,8551,0,0,68,0,1,1
2013216,123,39801,0,1,135,1,1,1
134,572,6724,0,0,5,1,1,1
3835372,581,71240,0,0,1089,0,1,1
37035,2229,56953,0,0,481,0,1,1
4611309,2508,53672,0,0,1428,0,1,1
132537,1248,4015,0,0,206,0,1,1
100933,892,68425,1,0,491,0,0,1
56,73,192,0,1,0,0,1,0
887777,0,28903,0,0,7849,0,1,1
1460,17,8917,0,1,55,0,1,0
36689384,78,57436,0,1,29452,1,1,1
5373,1303,11984,0,1,67,0,1,1
72705,5462,483216,0,1,319,1,1,1
27370085,78,2373,0,0,22983,0,1,1
281778,150,8375,0,1,317,1,1,1
282667,74,21354,0,1,669,0,1,1
36689384,78,57436,0,1,29452,1,1,1
3072,518,7236,0,1,24,1,1,1
7592,1967,197727,0,0,134,0,1,1
123659,389,2888,0,1,38,1,1,1
4122273,42,296870,0,1,2646,1,1,1
2400,64,31321,0,1,1,0,1,0
47912,196,24052,0,1,795,0,1,1
22190,17234,85039,0,1,401,0,1,1
356969,167,139058,0,0,511,0,1,1
132537,1248,4015,0,0,206,0,1,1
1847,300,91778,0,0,55,1,1,1
1260666,154,14863,0,1,834,0,1,1
75074,166,16419,0,0,159,1,1,1
79473,2860,13754,0,0,229,1,1,1
10978109,15,528722,1,1,11855,0,1,1
31543,476,9746,0,0,121,0,1,1
1277,5001,1265,0,0,1,1,1,0
282667,74,21354,0,1,669,0,1,1
14874,540,51335,0,1,99,0,1,1
524,204,4958,0,0,1,1,0,1
47912,196,24052,0,1,795,0,1,1
888,370,8207,0,0,5,0,1,1
2099675,114,9509,0,0,872,0,1,1
